_id,SeriesSimilarity,AuthorSimilarity,AnnotationSimilarity,ISBN2,ISBN1
ObjectId("5c5b2c819d10910cec54c660"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c661"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c662"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c663"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c664"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c665"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c666"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c667"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c668"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c669"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c66a"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c66b"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c66c"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c66d"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c66e"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c66f"),0,0,0.00761440940203514,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c670"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c671"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c672"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c673"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c674"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c675"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c676"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c677"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c678"),0,0,0.042582280782909404,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c679"),0,0,0.04453090081245475,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c67a"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c67b"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c67c"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c67d"),0,0,0.017193516775082893,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c67e"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c67f"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c680"),0,0,0.0393732753044859,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c681"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c682"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c683"),0,0,0.007405311177225051,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c684"),0,0,0.009844791974983455,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c685"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c686"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c687"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c688"),0,0,0.01441292671004432,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c689"),0,0,0.018093840854171615,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c68a"),0,0,0.020657836065778985,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c68b"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c68c"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c68d"),0,0,0.038997990924450915,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c68e"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c68f"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c690"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c691"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c692"),0,0,0.06496405330391823,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c693"),0,0,0.09422335271262389,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c694"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c695"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c696"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c697"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c698"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c699"),0,0,0.013978889907115278,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c69a"),0,0,0.008281347256193209,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c69b"),0,0,0.05273290719788587,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c69c"),0,0,0.024166793830431417,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c69d"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c69e"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c69f"),0,0,0.023651243787089,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a0"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a1"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a2"),0,0,0.033581899479801704,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a3"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a4"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a5"),0,0,0.012464211117343695,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a6"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a7"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a8"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6a9"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6aa"),0,0,0.011356829084416674,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ab"),0,0,0.015736537969811365,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ac"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ad"),0,0.9999999999999998,0.2264619208217951,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ae"),0,0.9999999999999998,0.409726045587613,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6af"),0,0.9999999999999998,0.2320399814418742,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b0"),0,0.9999999999999998,0.20708902620135294,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b1"),0,0.9999999999999998,0.0786420942482305,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b2"),0,0.9999999999999998,0.3053675057545398,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b3"),0,0.9999999999999998,0.13336955726690508,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b4"),0,0.9999999999999998,0.25579673752961246,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b5"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b6"),0,0,0.020646038795593014,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b7"),0,0,0.016579176178924074,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b8"),0,0,0.025722104178400342,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6b9"),0,0,0.01507695666710101,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ba"),0,0,0.007938480544246618,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6bb"),0,0,0.005718378401321573,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6bc"),0,0,0.008561754155876608,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6bd"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6be"),0,0,0.00570900867772943,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6bf"),0,0,0.01775811128183051,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c0"),0,0,0.01494900346303729,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c1"),0,0,0.019615658113116885,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c2"),0,0,0.0019807764474941113,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c3"),0,0,0.005444488178148403,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c4"),0,0,0.00975861187721833,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c5"),0,0,0.010986861944180935,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c6"),0,0,0.016131464905404028,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c7"),0,0,0.009490073009804947,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c8"),0,0,0.009480516044075897,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6c9"),0,0,0.0072521000506030765,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ca"),0,0,0.019993192185889866,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6cb"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6cc"),0,0,0.010139360007510315,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6cd"),0,0,0.012284779094856967,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ce"),0,0,0.0056449238191227345,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6cf"),0,0,0.025581208731411505,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d0"),0,0,0.013328875778408966,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d1"),0,0,0.017042657499771848,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d2"),0,0,0.017740077162565603,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d3"),0,0,0.025132771405594112,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d4"),0,0,0.02145397174523922,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d5"),0,0,0.01472197479279242,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d6"),0,0,0.02038091049084848,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d7"),0,0,0.023301907114783936,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d8"),0,0,0.016024608994876274,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6d9"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6da"),0,0,0.0449164414793753,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6db"),0,0,0.06499455252556649,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6dc"),0,0,0.002772405216835526,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6dd"),0,0,0.023935673112377986,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6de"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6df"),0,0,0.00940119590157725,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e0"),0,0,0.031862602242061944,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e1"),0,0,0.01206332585439387,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e2"),0,0,0.02948062194267473,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e3"),0,0,0.00760952024803257,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e4"),0,0,0.021735482728393155,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e5"),0,0,0.01686273598783785,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e6"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e7"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e8"),0,0,0.014939753249009223,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6e9"),0,0,0.03550931045827822,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ea"),0,0,0.05035325349727071,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6eb"),0,0,0.027059075209528664,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ec"),0,0,0.014932792960787023,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ed"),0,0,0.021142686649265698,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ee"),0,0,0.004480648528106945,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ef"),0,0,0.021325500239809857,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f0"),0,0,0.016323212991906158,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f1"),0,0,0.01169729958010463,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f2"),0,0,0.011576156665321479,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f3"),0,0,0.02899457705734619,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f4"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f5"),0,0,0.034496864143879175,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f6"),0,0,0.04211129152424137,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f7"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f8"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6f9"),0,0,0.0265955398132394,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6fa"),0,0,0.007016849779103975,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6fb"),0,0,0.01189008879703016,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6fc"),0,0,0.018383150298334976,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6fd"),0,0,0.01036327015916092,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6fe"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c6ff"),0,0,0.011697290144643196,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c700"),0,0,0.009275797504144197,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c701"),0,0,0.01832956390848952,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c702"),0,0,0.012238341029333053,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c703"),0,0,0.003628115215080331,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c704"),0,0.9999999999999998,0.2640062679760996,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c705"),0,0.9999999999999998,0.18674541395442917,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c706"),0,0.9999999999999998,0.11665461415258738,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c707"),0,0.9999999999999998,0.05944457967322805,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c708"),0,0.9999999999999998,0.21948965104771995,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c709"),0,0.9999999999999998,0.09185357452975079,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c70a"),0,0.9999999999999998,0.14022315776656863,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c70b"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c70c"),0,0,0.036785840681447544,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c70d"),0,0,0.02109123473890656,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c70e"),0,0,0.004299645859827975,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c70f"),0,0,0.05676253438487697,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c710"),0,0,0.004184181726478526,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c711"),0,0,0.004708830564626971,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c712"),0,0,0.007989101374764326,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c713"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c714"),0,0,0.004701115013515034,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c715"),0,0,0.004280580084810801,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c716"),0,0,0.0046444364908783215,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c717"),0,0,0.009435392765776568,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c718"),0,0,0.008760154319167877,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c719"),0,0,0.014460042842779484,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c71a"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c71b"),0,0,0.0030709324397641072,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c71c"),0,0,0.04084098452588395,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c71d"),0,0,0.007341528774990025,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c71e"),0,0,0.004475742830813602,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c71f"),0,0,0.04982102963121933,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c720"),0,0,0.004819344745872841,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c721"),0,0,0.003989360846961065,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c722"),0,0,0.0022116730875408374,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c723"),0,0,0.09132079250359118,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c724"),0,0,0.038386294115428043,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c725"),0,0,0.016798467277571276,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c726"),0,0,0.034617519363719165,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c727"),0,0,0.009738837202355168,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c728"),0,0,0.0240730817630163,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c729"),0,0,0.013289918763771832,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c72a"),0,0,0.031902130531818396,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c72b"),0,0,0.021741130339167896,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c72c"),0,0,0.03027365938397878,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c72d"),0,0,0.033988667632018334,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c72e"),0,0,0.03935707867181127,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c72f"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c730"),0,0,0.038865727502867556,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c731"),0,0,0.032618286179658625,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c732"),0,0,0.008732662827434243,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c733"),0,0,0.013602240172372132,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c734"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c735"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c736"),0,0,0.019051741145947612,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c737"),0,0,0.008274672901950993,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c738"),0,0,0.02770379902259775,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c739"),0,0,0.011028793575170523,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c73a"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c73b"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c73c"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c73d"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c73e"),0,0,0.005173855627513786,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c73f"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c740"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c741"),0,0,0.015611632107088175,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c742"),0,0,0.02164422960788343,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c743"),0,0,0.004167836432815968,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c744"),0,0,0.0020794746877919527,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c745"),0,0,0.0026694907022008886,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c746"),0,0,0.0036205837666837995,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c747"),0,0,0.017873169992470392,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c748"),0,0,0.006869902621251829,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c749"),0,0,0.009824007227720272,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c74a"),0,0,0.005366898516919208,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c74b"),0,0,0.0042322155713106855,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c74c"),0,0,0.018227041960885107,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c74d"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c74e"),0,0,0.008664341752011563,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c74f"),0,0,0.009915532857935248,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c750"),0,0,0.004142287146017013,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c751"),0,0,0.005124801900892253,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c752"),0,0,0.03055487692738355,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c753"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c754"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c755"),0,0,0.003031955477378812,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c756"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c757"),0,0,0.005015807971547497,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c758"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c759"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c75a"),0,0.9999999999999998,0.2318636015984261,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c75b"),0,0.9999999999999998,0.2949417523713703,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c75c"),0,0.9999999999999998,0.13587456498740422,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c75d"),0,0.9999999999999998,0.31762326328127943,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c75e"),0,0.9999999999999998,0.19304797666095397,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c75f"),0,0.9999999999999998,0.18681430313756353,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c760"),0,0,0.014872673932434799,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c761"),0,0,0.0077004257869605465,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c762"),0,0,0.004688172407354521,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c763"),0,0,0.026105515851180948,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c764"),0,0,0.015538531126417435,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c765"),0,0,0.014313151004524422,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c766"),0,0,0.008633961061914826,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c767"),0,0,0.004294579574114166,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c768"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c769"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c76a"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c76b"),0,0,0.005564476441065173,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c76c"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c76d"),0,0,0.0045326689603032684,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c76e"),0,0,0.009430442829627003,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c76f"),0,0,0.0036747433041485335,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c770"),0,0,0.006613584466439757,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c771"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c772"),0,0,0.006616620069731946,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c773"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c774"),0,0,0.001525331678421366,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c775"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c776"),0,0,0.01273110696201206,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c777"),0,0,0.008993397553844547,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c778"),0,0,0.004243622865082646,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c779"),0,0,0.0204529726467192,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c77a"),0,0,0.02099379293417037,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c77b"),0,0,0.02195449594620985,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c77c"),0,0,0.012930619446451313,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c77d"),0,0,0.004814345662001681,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c77e"),0,0,0.022509065104705107,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c77f"),0,0,0.007474361624735487,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c780"),0,0,0.01642414158385073,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c781"),0,0,0.004318408160003057,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c782"),0,0,0.014246376557519397,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c783"),0,0,0.023445282158643756,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c784"),0,0,0,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c785"),0,0,0.023297509815005737,9780010000000,9780010000000
ObjectId("5c5b2c819d10910cec54c786"),0,0,0.029914980410726603,9780010000000,9780010000000
